set_id,year,pieces,t1,descr
7040-1,2008,86,Castle,Dwarves' Mine Defender
70401-1,2013,200,Castle,Getaway Gold
70402-1,2013,247,Castle,The Gatehouse Raid
70403-1,2013,380,Castle,Dragon Mountain
70404-1,2013,998,Castle,King's Castle
70409-1,2015,84,Pirates,Shipwreck Defense
704-1,1969,2,Train,12V Sleeper (Track) Contacts for Old Motor Type I and II
70410-1,2015,164,Pirates,Soldiers Outpost
7041-1,2008,483,Castle,Troll Battle Wheel
70411-1,2015,180,Pirates,Treasure Island
70412-1,2015,234,Pirates,Soldiers Fort
70413-1,2015,743,Pirates,The Brick Bounty
7042-1,2004,37,Town,Dune Patrol
7043-1,2004,68,Town,Firefighter
704-4,1984,1,Service Packs,Replacement Motor
7044-1,2004,194,Town,Rescue Chopper
7045-1,2003,273,Town,Hovercraft Hideout
7046-1,2004,257,Town,Fire Command Craft
7047-1,2003,366,Town,Coast Watch HQ
7048-1,2008,490,Castle,Troll Warship
7049-1,2011,42,Space,Alien Striker
70500-1,2013,101,Ninjago,Kai's Fire Mech
7050-1,2011,104,Space,Alien Defender
70501-1,2013,210,Ninjago,Samurai Bike
70502-1,2013,170,Ninjago,Cole's Power Drill
70503-1,2013,253,Ninjago,Golden Dragon
70504-1,2013,327,Ninjago,Garmatron
70505-1,2013,563,Ninjago,Temple of Light
705-1,1969,4,Train,Motor Bushings
7051-1,2011,165,Space,Tripod Invader
7052-1,2011,210,Space,UFO Abduction
705-4,1984,3,Service Packs,Digger Bucket
706-1,1969,1,Train,12V Rail Contact Wire with Transformer Connector
706-3,1974,1,Train,12V Rail Contact Wire with Transformer Connector with Cap
706-4,1984,3,Service Packs,Crane Grab Assembly
7065-1,2011,415,Space,Alien Mothership
7066-1,2011,877,Space,Earth Defense HQ
7067-1,2011,373,Space,Jet-Copter Encounter
70700-1,2013,86,Space,Space Swarmer
7070-1,2004,23,4 Juniors,Catapult Raft
70701-1,2013,217,Space,Swarm Interceptor
70702-1,2013,307,Space,Warp Stinger
70703-1,2013,311,Space,Star Slicer
70704-1,2013,504,Space,Vermin Vaporizer
70705-1,2013,709,Space,Bug Obliterator
70706-1,2013,172,Space,Crater Creeper
70707-1,2013,439,Space,CLS-89 Eradicator Mech
70708-1,2013,558,Space,Hive Crawler
70709-1,2013,1010,Space,Galactic Titan
707-1,1984,50,Service Packs,Tile Brick Assortment
7071-1,2004,30,4 Juniors,Treasure Island
70720-1,2014,79,Ninjago,Hover Hunter
7072-1,2004,40,4 Juniors,Captain Kragg's Pirate Boat
70721-1,2014,195,Ninjago,Kai Fighter
70722-1,2013,208,Ninjago,OverBorg Attack
70723-1,2014,333,Ninjago,Thunder Raider
70724-1,2014,514,Ninjago,NinjaCopter
70725-1,2014,689,Ninjago,Nindroid MechDragon
70726-1,2014,251,Ninjago,Destructoid
70727-1,2014,425,Ninjago,X-1 Ninja Charger
70728-1,2014,1216,Ninjago,Battle for Ninjago City
7073-1,2004,62,4 Juniors,Pirate Dock
7074-1,2004,78,4 Juniors,Skull Island
70745-1,2015,217,Ninjago,Anacondrai Crusher
70746-1,2015,310,Ninjago,Condrai Copter Attack
70747-1,2015,235,Ninjago,Boulder Blaster
70748-1,2015,360,Ninjago,Titanium Dragon
70749-1,2015,527,Ninjago,Enter the Serpent
70750-1,2015,754,Ninjago,Ninja DB X
7075-1,2004,138,4 Juniors,Captain Redbeard's Pirate Ship
7075-2,2004,2,4 Juniors,Captain Redbeard's Pirate Ship - Limited Edition with Motor
70752-1,2015,58,Ninjago,Jungle Trap
70753-1,2015,94,Ninjago,Lava Falls
70754-1,2015,152,Ninjago,Jay&#039;s Electromech
70755-1,2015,187,Ninjago,Jungle Raider
70756-1,2015,214,Ninjago,Dojo Showdown
70778-1,2015,70,Bionicle,Protector of Jungle
70779-1,2015,73,Bionicle,Protector of Stone
70780-1,2015,71,Bionicle,Protector of Water
7078-1,2009,103,Castle,King's Battle Chariot
70781-1,2015,66,Bionicle,Protector of Earth
70782-1,2015,68,Bionicle,Protector of Ice
70783-1,2015,69,Bionicle,Protector of Fire
70784-1,2015,85,Bionicle,Lewa - Master of Jungle
70785-1,2015,66,Bionicle,Pohatu - Master of Stone
70786-1,2015,87,Bionicle,Gali - Master of Water
70787-1,2015,89,Bionicle,Tahu - Master of Fire
70788-1,2015,96,Bionicle,Kopaka - Master of Ice
70789-1,2015,107,Bionicle,Onua - Master of Earth
70790-1,2015,145,Bionicle,Lord of Skull Spiders
7079-1,2009,337,Castle,Drawbridge Defense
70800-1,2014,103,The LEGO Movie,Escape Glider
7080-1,2004,7,4 Juniors,Scurvy Dog and Crocodile
70801-1,2014,123,The LEGO Movie,Melting Room
70802-1,2014,313,The LEGO Movie,Bad Cop's Pursuit
70803-1,2014,197,The LEGO Movie,Cloud Cuckoo Palace
70804-1,2014,343,The LEGO Movie,Ice Cream Machine
70805-1,2014,388,The LEGO Movie,Trash Chomper
70806-1,2014,423,The LEGO Movie,Castle Cavalry
70807-1,2014,401,The LEGO Movie,Metal Beard's Duel
70808-1,2014,513,The LEGO Movie,Super Cycle Chase
70809-1,2014,736,The LEGO Movie,Lord Business' Hideout
708-1,1970,3,Train,12V Extension Cord Pack
70810-1,2014,2741,The LEGO Movie,MetalBeard's Sea Cow
7081-1,2004,10,4 Juniors,Harry Hardtack and Monkey
70811-1,2014,350,The LEGO Movie,The Flying Flusher
70812-1,2014,473,The LEGO Movie,Creative Ambush
70813-1,2014,857,The LEGO Movie,Rescue Reinforcements
70814-1,2014,707,The LEGO Movie,Emmet's Constructo-Mech
70815-1,2014,850,The LEGO Movie,Super Secret Police Dropship
70816-1,2014,937,The LEGO Movie,"Benny's Spaceship, Spaceship, SPACESHIP!"
70817-1,2015,115,The LEGO Movie,Batman & Super Angry Kitty Attack
70818-1,2015,197,The LEGO Movie,Double-Decker Couch
70819-1,2015,290,The LEGO Movie,Bad Cop Car Chase
7082-1,2004,6,4 Juniors,Cannonball Jimmy and Shark
708-3,1984,8,Service Packs,Angle Brick / Landing Frame
7090-1,2007,54,Castle,Crossbow Attack
709-1,1978,48,Boat,Police Boat
7091-1,2007,123,Castle,Knights' Catapult Defense
709-2,1984,36,Service Packs,Axle Assortment
7092-1,2007,193,Castle,Skeletons' Prison Carriage
7093-1,2007,374,Castle,Skeleton Tower
7094-1,2007,921,Castle,King's Castle Siege
7097-1,2009,843,Castle,Trolls' Mountain Fortress
7099-1,2004,1,4 Juniors,Accessory Motor for Boats
71000-0,2013,0,Collectible Minifigures,Minifigure Series 9 [Random Bag]
71000-1,2013,7,Collectible Minifigures,Waiter - Complete Set
71000-10,2013,7,Collectible Minifigures,Judge - Complete Set
71000-11,2013,7,Collectible Minifigures,Alien Avenger - Complete Set
71000-12,2013,6,Collectible Minifigures,Mermaid - Complete Set
71000-13,2013,6,Collectible Minifigures,Battle Mech - Complete Set
71000-14,2013,6,Collectible Minifigures,Mr. Good and Evil - Complete Set
71000-15,2013,7,Collectible Minifigures,Forest Maiden - Complete Set
71000-16,2013,6,Collectible Minifigures,Plumber - Complete Set
71000-17,2013,16,Collectible Minifigures,Minifigures Series 9 - Complete
71000-18,2013,60,Collectible Minifigures,Minifigure Series 9 (Box of 60)
71000-2,2013,6,Collectible Minifigures,Cyclops - Complete Set
71000-3,2013,6,Collectible Minifigures,Hollywood Starlet - Complete Set
71000-4,2013,10,Collectible Minifigures,Heroic Knight - Complete Set
71000-5,2013,6,Collectible Minifigures,Roman Emperor - Complete Set
71000-6,2013,7,Collectible Minifigures,Policeman - Complete Set
71000-7,2013,5,Collectible Minifigures,Chicken Suit Guy - Complete Set
71000-8,2013,7,Collectible Minifigures,Roller Derby Girl - Complete Set
71000-9,2013,7,Collectible Minifigures,Fortune Teller - Complete Set
7100-1,1963,0,Educational and Dacta,Samsonite Large Educational Set
71001-0,2013,0,Collectible Minifigures,Minifigure Series 10 [Random Bag]
71001-1,2013,7,Collectible Minifigures,Librarian - Complete Set
71001-10,2013,7,Collectible Minifigures,Sea Captain - Complete Set
71001-11,2013,6,Collectible Minifigures,Sad Clown - Complete Set
71001-12,2013,6,Collectible Minifigures,Revolutionary Soldier - Complete Set
71001-13,2013,5,Collectible Minifigures,Baseball Fielder - Complete Set
71001-14,2013,7,Collectible Minifigures,Trendsetter - Complete Set
71001-15,2013,9,Collectible Minifigures,Painter - Complete Set
71001-16,2013,6,Collectible Minifigures,Motorcycle Mechanic - Complete Set
71001-17,2013,16,Collectible Minifigures,Minifigures Series 10 - Complete (except Mr. Gold)
71001-18,2013,60,Collectible Minifigures,Minifigure Series 10 (Box of 60)
71001-19,2013,5,Collectible Minifigures,Mr. Gold - Complete Set
71001-2,2013,5,Collectible Minifigures,Medusa - Complete Set
71001-3,2013,8,Collectible Minifigures,Roman Commander - Complete Set
71001-4,2013,7,Collectible Minifigures,Warrior Woman - Complete Set
71001-5,2013,6,Collectible Minifigures,Tomahawk Warrior - Complete Set
71001-6,2013,6,Collectible Minifigures,Skydiver - Complete Set
71001-7,2013,7,Collectible Minifigures,Bumblebee Girl - Complete Set
71001-8,2013,7,Collectible Minifigures,Grandpa - Complete Set
71001-9,2013,7,Collectible Minifigures,Paintball Player - Complete Set
71002-0,2013,0,Collectible Minifigures,Minifigure Series 11 [Random Bag]
71002-1,2013,7,Collectible Minifigures,Barbarian - Complete Set
71002-10,2013,7,Collectible Minifigures,Welder - Complete Set
71002-11,2013,7,Collectible Minifigures,Scientist - Complete Set
71002-12,2013,6,Collectible Minifigures,Saxophone Player - Complete Set
71002-13,2013,10,Collectible Minifigures,Diner Waitress - Complete Set
71002-14,2013,7,Collectible Minifigures,Grandma - Complete Set
71002-15,2013,6,Collectible Minifigures,Constable - Complete Set
71002-16,2013,6,Collectible Minifigures,Lady Robot - Complete Set
71002-17,2014,16,Collectible Minifigures,LEGO Collectable Minifigures Series 11 - Complete
71002-18,2013,60,Collectible Minifigures,Minifigure Series 11 (Box of 60)
71002-2,2013,6,Collectible Minifigures,Scarecrow - Complete Set
71002-3,2013,7,Collectible Minifigures,Pretzel Girl - Complete Set
71002-4,2013,8,Collectible Minifigures,Evil Mech - Complete Set
71002-5,2013,8,Collectible Minifigures,Island Warrior - Complete set
71002-6,2013,5,Collectible Minifigures,Gingerbread Man - Complete Set
71002-7,2013,8,Collectible Minifigures,Holiday Elf - Complete Set
71002-8,2013,5,Collectible Minifigures,Yeti - Complete Set
71002-9,2013,7,Collectible Minifigures,Mountain Climber - Complete Set
71004-0,2014,0,Collectible Minifigures,LEGO Minifigures - The LEGO Movie Series [Random Bag]
71004-1,2014,7,Collectible Minifigures,Calamity Drone
71004-10,2014,6,Collectible Minifigures,Larry the Barista
71004-11,2014,6,Collectible Minifigures,Velma Staplebot
71004-12,2014,10,Collectible Minifigures,Taco Tuesday Man
71004-13,2014,6,Collectible Minifigures,&#039;Where are my pants?&#039; Guy
71004-14,2014,8,Collectible Minifigures,Wiley Fusebot
71004-15,2014,6,Collectible Minifigures,Panda Guy
71004-16,2014,7,Collectible Minifigures,Marsha Queen of the Mermaids
71004-17,2014,16,Collectible Minifigures,LEGO Minifigures - The LEGO Movie Series - Complete
71004-18,2014,60,Collectible Minifigures,LEGO Minifigures - The LEGO Movie Series - Sealed Box
71004-2,2014,6,Collectible Minifigures,President Business - Complete Set
71004-3,2014,6,Collectible Minifigures,Hard Hat Emmet
71004-4,2014,6,Collectible Minifigures,Wild West Wyldstyle
71004-5,2014,6,Collectible Minifigures,Abraham Lincoln
71004-6,2014,6,Collectible Minifigures,Mrs Scratchen-Post
71004-7,2014,7,Collectible Minifigures,Scribble-Face Bad Cop
71004-8,2014,7,Collectible Minifigures,William Shakespeare
71004-9,2014,6,Collectible Minifigures,Gail the Construction Worker
71005-0,2014,0,Collectible Minifigures,LEGO Minifigures - The Simpsons Series [Random Bag]
71005-1,2014,6,Collectible Minifigures,Homer Simpson
71005-10,2014,5,Collectible Minifigures,Ralph Wiggum
71005-11,2014,5,Collectible Minifigures,Apu Nahasapeemapetilon
71005-12,2014,5,Collectible Minifigures,Nelson Muntz
71005-13,2014,5,Collectible Minifigures,Itchy
71005-14,2014,6,Collectible Minifigures,Scratchy
71005-15,2014,6,Collectible Minifigures,Chief Wiggum
71005-16,2014,6,Collectible Minifigures,Mr. Burns
71005-17,2014,16,Collectible Minifigures,LEGO Minifigures - The Simpsons Series - Complete
71005-18,2014,60,Collectible Minifigures,LEGO Minifigures - The Simpsons Series - Sealed Box
71005-2,2014,7,Collectible Minifigures,Bart Simpson
71005-3,2014,7,Collectible Minifigures,Marge Simpson
71005-4,2014,6,Collectible Minifigures,Lisa Simpson
71005-5,2014,4,Collectible Minifigures,Maggie Simpson
71005-6,2014,5,Collectible Minifigures,Grampa Simpson
71005-7,2014,6,Collectible Minifigures,Ned Flanders
71005-8,2014,5,Collectible Minifigures,Krusty the Clown
71005-9,2014,5,Collectible Minifigures,Milhouse Van Houten
71006-1,2014,2531,Town,The Simpsons House
71007-0,2014,0,Collectible Minifigures,LEGO Minifigures Series 12 [Random Bag]
71007-1,2014,11,Collectible Minifigures,Wizard
71007-10,2014,7,Collectible Minifigures,Dino Tracker
71007-11,2014,7,Collectible Minifigures,Pizza Delivery Man
71007-12,2014,6,Collectible Minifigures,Rock Star
71007-13,2014,7,Collectible Minifigures,Swashbuckler
71007-14,2014,6,Collectible Minifigures,Piggy Guy
71007-15,2014,6,Collectible Minifigures,Genie Girl
71007-16,2014,7,Collectible Minifigures,Spooky Girl
71007-17,2014,16,Collectible Minifigures,LEGO Minifigures Series 12 - Complete
71007-18,2014,60,Collectible Minifigures,LEGO Minifigures Series 12 - Sealed Box
71007-2,2014,10,Collectible Minifigures,Hun Warrior
71007-3,2014,6,Collectible Minifigures,Fairytale Princess
71007-4,2014,6,Collectible Minifigures,Video Game Guy
71007-5,2014,9,Collectible Minifigures,Battle Goddess
71007-6,2014,9,Collectible Minifigures,Space Miner
71007-7,2014,7,Collectible Minifigures,Lifeguard
71007-8,2014,7,Collectible Minifigures,Prospector
71007-9,2014,7,Collectible Minifigures,Jester
71008-0,2015,0,Collectible Minifigures,LEGO Minifigures - Series 13 [Random Bag]
71008-1,2015,9,Collectible Minifigures,Classic King
71008-10,2015,10,Collectible Minifigures,Evil Wizard
71008-11,2015,6,Collectible Minifigures,Fencer
71008-12,2015,8,Collectible Minifigures,Samurai
71008-13,2015,8,Collectible Minifigures,Disco Diva
71008-14,2015,5,Collectible Minifigures,Hot Dog Man
71008-15,2015,6,Collectible Minifigures,Lady Cyclops
71008-16,2015,8,Collectible Minifigures,Galaxy Trooper
71008-17,2015,16,Collectible Minifigures,LEGO Minifigures Series 13 - Complete
71008-18,2015,60,Collectible Minifigures,LEGO Minifigures Series 13 - Sealed Box
71008-2,2015,8,Collectible Minifigures,Sheriff
71008-3,2015,7,Collectible Minifigures,Unicorn Girl
71008-4,2015,7,Collectible Minifigures,Snake Charmer
71008-5,2015,7,Collectible Minifigures,Goblin
71008-6,2015,7,Collectible Minifigures,Paleontologist
71008-7,2015,6,Collectible Minifigures,Alien Trooper
71008-8,2015,7,Collectible Minifigures,Egyptian Warrior
71008-9,2015,7,Collectible Minifigures,Carpenter
710-1,1973,91,Factory,Wrecker with Car
7101-1,1999,52,Star Wars,Lightsaber Duel
710-2,1966,1,Classic,Lockable Storage Case
710-3,1983,318,Universal Building Set,Universal Building Set
7103-1,2001,82,Star Wars,Jedi Duel
7104-1,2000,55,Star Wars,Desert Skiff
710-6,1984,10,Service Packs,Baseplate Assortment
7106-1,2001,45,Star Wars,Droid Escape
7110-1,1999,49,Star Wars,Landspeeder
711-1,1977,57,Factory,Jeep CJ-5
7111-1,1999,62,Star Wars,Droid Fighter
7113-1,2002,92,Star Wars,Tusken Raider Encounter
7115-1,2000,79,Star Wars,Gungan Patrol
7116-1,2010,19,Bionicle,Tahu
7117-1,2010,19,Bionicle,Gresh
7119-1,2002,118,Star Wars,Twin-Pod Cloud Car
712-1,1977,115,Legoland,Sea Plane
7121-1,1999,82,Star Wars,Naboo Swamp
7124-1,2000,107,Star Wars,Flash Speeder
7126-1,2001,133,Star Wars,Battle Droid Carrier
7127-1,2001,107,Star Wars,Imperial AT-ST
7128-1,1999,93,Star Wars,Speeder Bikes
7130-1,1999,217,Star Wars,Snowspeeder
7131-1,1999,136,Star Wars,Anakin's Podracer
7133-1,2002,255,Star Wars,Bounty Hunter Pursuit
7134-1,2000,124,Star Wars,A-wing Fighter
7135-1,2010,21,Bionicle,Takanuva
7136-1,2010,21,Bionicle,Skrall
7137-1,2010,15,Bionicle,Piraka
7138-1,2010,18,Bionicle,Rahkshi
7139-1,2002,121,Star Wars,Ewok Attack
7140-1,1999,271,Star Wars,X-wing Fighter
7141-1,1999,179,Star Wars,Naboo Fighter
7142-1,2002,273,Star Wars,X-wing Fighter (re-release of 7140)
7143-1,2002,139,Star Wars,Jedi Starfighter
7144-1,2000,166,Star Wars,Slave I
7145-1,2010,156,Hero Factory,Von Nebula
7146-1,2001,171,Star Wars,TIE Fighter
7147-1,2010,45,Hero Factory,Xplode
7148-1,2010,49,Hero Factory,Meltdown
7150-1,1999,410,Star Wars,TIE Fighter & Y-wing
715-1,1990,410,Universal Building Set,Basic Building Set
7151-1,1999,244,Star Wars,Sith Infiltrator
7152-1,2002,411,Star Wars,TIE Fighter & Y-wing (re-release of 7150)
7153-1,2002,360,Star Wars,Jango Fett's Slave I
7155-1,2000,159,Star Wars,Trade Federation AAT
7156-1,2010,39,Hero Factory,Corroder
7157-1,2010,46,Hero Factory,Thunder
7158-1,2010,165,Hero Factory,Furno Bike
7159-1,2000,292,Star Wars,Star Wars Podracing Bucket
7160-1,2010,393,Hero Factory,Drop Ship
7161-1,1999,379,Star Wars,Gungan Sub
7162-1,2010,144,Hero Factory,Rotor
7163-1,2002,697,Star Wars,Republic Gunship
7164-1,2010,17,Hero Factory,Preston Stormer
7165-1,2010,19,Hero Factory,Natalie Breez
7166-1,2001,238,Star Wars,Imperial Shuttle
7167-1,2010,19,Hero Factory,William Furno
7168-1,2010,17,Hero Factory,Dunkan Bulk
7169-1,2010,19,Hero Factory,Mark Surge
7170-2,2010,17,Hero Factory,Jimi Stringer
7171-1,1999,913,Star Wars,Mos Espa Podrace
7172-1,2007,10,Creator,Banana
7173-1,2007,10,Creator,Pear
7174-1,2007,8,Creator,Apple
7175-1,2007,10,Creator,Grapes
7176-1,2007,21,Creator,Watermelon - Capespan Promotional
7177-1,2007,8,Creator,Orange
7178-1,2007,5,Creator,Chef
7179-1,2010,89,Hero Factory,Dunkan Bulk and Vapor
7180-1,2000,346,Star Wars,B-wing at Rebel Control Center
7181-1,2000,702,Star Wars,TIE Interceptor - UCS
7184-1,2000,466,Star Wars,Trade Federation MTT
7186-1,2001,451,Star Wars,Watto's Junkyard
7187-1,2011,202,Castle,Escape from Dragon's Prison
7188-1,2011,286,Castle,King's Carriage Ambush
7189-1,2011,667,Castle,Mill Village Raid
7190-1,2000,671,Star Wars,Millennium Falcon
7191-1,2000,1302,Star Wars,X-wing Fighter - UCS
7194-1,2002,1076,Star Wars,Yoda
7195-1,2009,79,Indiana Jones,Ambush in Cairo
7196-1,2009,188,Indiana Jones,Chauchilla Cemetery Battle
7197-1,2009,420,Indiana Jones,Venice Canal Chase
7198-1,2009,383,Indiana Jones,Fighter Plane Attack
7199-1,2009,652,Indiana Jones,Temple of Doom
7-2,1979,64,Universal Building Set,Universal Building Set
7200-1,2002,32,Star Wars,Final Duel I
720-1,1985,339,Universal Building Set,Basic Building Set
7201-1,2002,26,Star Wars,Final Duel II
720-2,1969,357,Train,Train with 12V Electric Motor
7203-1,2002,59,Star Wars,Jedi Defense I
7204-1,2002,53,Star Wars,Jedi Defense II
7206-1,2010,325,Town,Fire Helicopter
7207-1,2010,309,Town,Fire Boat
7208-1,2010,644,Town,Fire Station
7209-1,2004,28,Designer Sets,Pteranodon
7210-1,2004,33,Designer Sets,Apatosaurus
721-1,1969,114,Train,Steam Locomotive
7212-1,2003,129,Designer Sets,Sky Squad
7213-1,2010,387,Town,Off-Road Fire Truck & Fireboat
7214-1,2004,119,Town,Sea Plane
7216-1,2006,22,Bionicle,Gold Good Guy - looking Right (Duracell 8 pack AA) {Turaga Lhikan}
7216-2,2006,22,Bionicle,Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan}
7216-3,2006,22,Bionicle,Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan}
7217-1,2006,16,Bionicle,Braca (Duracell 12 pack AA battery promotion)
7217-2,2006,16,Bionicle,Braca (Duracell 8 pack AA battery promotion)
7218-1,2004,26,Designer Sets,Orange Speedboat
7219-1,2004,34,Designer Sets,Dinosaur
7220-1,2004,19,Seasonal,Snowman
722-1,1980,302,Universal Building Set,Universal Building Set
7221-1,2003,24,Designer Sets,Robots
7221-2,2003,23,Designer Sets,Robots - ANA Promotion
722-2,1970,151,Train,12V Electric Train with 2 Wagons
7222-1,2003,28,Designer Sets,Small Red Helicopter (Polybag)
7223-1,2003,34,Designer Sets,Yellow Truck (Polybag)
7223-2,2003,36,Designer Sets,Yellow Truck (Box version) - ANA Promotion
7224-1,2003,34,Creator,"Santa, Tree, and Present"
723-1,1970,95,Train,Diesel Locomotive
723-2,1974,93,Train,Diesel Locomotive with DB Sticker
7235-1,2005,28,Town,"Police Motorcycle, Black Logo"
7235-2,2008,29,Town,Police Motorcycle - Blue Sticker Version
7236-1,2005,59,Town,"Police Car, Black Logo"
7236-2,2008,59,Town,Police Car - Blue Sticker Version
7237-1,2005,572,Town,Police Station [Lighted Figure]
7237-2,2006,577,Town,Police Station [No Lighted Figure]
7238-1,2005,75,Town,Fire Helicopter
7239-1,2005,215,Town,Fire Truck
7240-1,2005,264,Town,Fire Station
724-1,1972,150,Train,12V Diesel Locomotive with Crane and Tipper Wagon
7241-1,2005,47,Town,Fire Car
7242-1,2005,64,Town,Street Sweeper
7243-1,2005,301,Town,Construction Site
7244-1,2005,95,Town,Speedboat
7245-1,2005,99,Town,"Prisoner Transport, Black Logo"
7245-2,2008,91,Town,Prisoner Transport - Blue Sticker Version
7246-1,2005,37,Town,Mini Digger
7248-1,2005,128,Town,Digger
7249-1,2005,525,Town,XXL Mobile Crane
7250-1,2005,109,Star Wars,Clone Scout Walker
725-1,1990,440,Universal Building Set,Basic Building Set
7251-1,2005,60,Star Wars,Darth Vader Transformation
725-2,1974,310,Train,12V Freight Train and Track
7252-1,2005,147,Star Wars,Droid Tri-Fighter
7255-1,2005,112,Star Wars,General Grievous Chase
7256-1,2005,202,Star Wars,Jedi Starfighter & Vulture Droid
7257-1,2005,278,Star Wars,Ultimate Lightsaber Duel
7258-1,2005,320,Star Wars,Wookiee Attack
7259-1,2005,398,Star Wars,ARC-170 Starfighter
7260-1,2005,380,Star Wars,Wookiee Catamaran
726-1,1976,274,Train,12V Western Train with 2 Wagons and Cowboys
7261-1,2005,803,Star Wars,Clone Turbo Tank [Light-Up Mace Windu]
7261-2,2006,771,Star Wars,Clone Turbo Tank (with Non-Light-Up Mace Windu)
7262-1,2004,415,Star Wars,TIE Fighter and Y-wing (TRU exclusive re-release)
7263-1,2005,159,Star Wars,TIE Fighter
